Expression	Value	Location	Type	
Highs	Error (col 1): Unknown or ambiguous symbol. Highs			
Lows	Error (col 1): Unknown or ambiguous symbol. Lows			
Highs_A1	Error (col 1): Unknown or ambiguous symbol. Highs_A1			
[783]	I2C_LOG_TXE_DONE	0x200003A1	HAL::I2CIntr::I2CLogs_t	
[784]	I2C_LOG_TXN_DONE	0x200003A2	HAL::I2CIntr::I2CLogs_t	
[785]	I2C_LOG_TXN_QUEUE_EMPTY	0x200003A3	HAL::I2CIntr::I2CLogs_t	
[786]	I2C_LOG_START_MASTER_TXRX	0x200003A4	HAL::I2CIntr::I2CLogs_t	
[787]	I2C_LOG_TXN_QUEUED	0x200003A5	HAL::I2CIntr::I2CLogs_t	
[788]	I2C_LOG_SB_MASTER_TX	0x200003A6	HAL::I2CIntr::I2CLogs_t	
[789]	I2C_LOG_TXN_QUEUED	0x200003A7	HAL::I2CIntr::I2CLogs_t	
[790]	I2C_LOG_TXN_QUEUED	0x200003A8	HAL::I2CIntr::I2CLogs_t	
[791]	I2C_LOG_TXN_QUEUED	0x200003A9	HAL::I2CIntr::I2CLogs_t	
[792]	I2C_LOG_TXN_QUEUED	0x200003AA	HAL::I2CIntr::I2CLogs_t	
[793]	I2C_LOG_TXN_QUEUED	0x200003AB	HAL::I2CIntr::I2CLogs_t	
[794]	I2C_LOG_TXN_QUEUED	0x200003AC	HAL::I2CIntr::I2CLogs_t	
[795]	I2C_LOG_TXN_QUEUED	0x200003AD	HAL::I2CIntr::I2CLogs_t	
[796]	I2C_LOG_TXN_QUEUED	0x200003AE	HAL::I2CIntr::I2CLogs_t	
[797]	I2C_LOG_TXN_QUEUE_ERROR	0x200003AF	HAL::I2CIntr::I2CLogs_t	
[798]	I2C_LOG_ADDR_INTR_MASTER_TX_SIZE_GT_0	0x200003B0	HAL::I2CIntr::I2CLogs_t	
[799]	I2C_LOG_TXE_MASTER_TX_REPEATED_START	0x200003B1	HAL::I2CIntr::I2CLogs_t	
[800]	I2C_LOG_SB_MASTER_RX_REPEATED_START	0x200003B2	HAL::I2CIntr::I2CLogs_t	
[801]	I2C_LOG_ADDR_INTR_MASTER_RX_SIZE_2	0x200003B3	HAL::I2CIntr::I2CLogs_t	
[802]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003B4	HAL::I2CIntr::I2CLogs_t	
[803]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003B5	HAL::I2CIntr::I2CLogs_t	
[804]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003B6	HAL::I2CIntr::I2CLogs_t	
[805]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003B7	HAL::I2CIntr::I2CLogs_t	
[806]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003B8	HAL::I2CIntr::I2CLogs_t	
[807]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003B9	HAL::I2CIntr::I2CLogs_t	
[808]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003BA	HAL::I2CIntr::I2CLogs_t	
[809]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003BB	HAL::I2CIntr::I2CLogs_t	
[810]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003BC	HAL::I2CIntr::I2CLogs_t	
[811]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003BD	HAL::I2CIntr::I2CLogs_t	
[812]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003BE	HAL::I2CIntr::I2CLogs_t	
[813]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003BF	HAL::I2CIntr::I2CLogs_t	
[814]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003C0	HAL::I2CIntr::I2CLogs_t	
[815]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003C1	HAL::I2CIntr::I2CLogs_t	
[816]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003C2	HAL::I2CIntr::I2CLogs_t	
[817]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003C3	HAL::I2CIntr::I2CLogs_t	
[818]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003C4	HAL::I2CIntr::I2CLogs_t	
[819]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003C5	HAL::I2CIntr::I2CLogs_t	
[820]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003C6	HAL::I2CIntr::I2CLogs_t	
[821]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003C7	HAL::I2CIntr::I2CLogs_t	
[822]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003C8	HAL::I2CIntr::I2CLogs_t	
[823]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003C9	HAL::I2CIntr::I2CLogs_t	
[824]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003CA	HAL::I2CIntr::I2CLogs_t	
[825]	I2C_LOG_BTF_MASTER_RX_SIZE_2_STOPED	0x200003CB	HAL::I2CIntr::I2CLogs_t	
[826]	I2C_LOG_TXN_DONE	0x200003CC	HAL::I2CIntr::I2CLogs_t	
[827]	I2C_LOG_TXN_DEQUEUED	0x200003CD	HAL::I2CIntr::I2CLogs_t	
[828]	I2C_LOG_SB_MASTER_TX	0x200003CE	HAL::I2CIntr::I2CLogs_t	
[829]	I2C_LOG_ADDR_INTR_MASTER_TX_SIZE_GT_0	0x200003CF	HAL::I2CIntr::I2CLogs_t	
[830]	I2C_LOG_TXE	0x200003D0	HAL::I2CIntr::I2CLogs_t	
[831]	I2C_LOG_TXE	0x200003D1	HAL::I2CIntr::I2CLogs_t	
[832]	I2C_LOG_TXE_DONE	0x200003D2	HAL::I2CIntr::I2CLogs_t	
[833]	I2C_LOG_TXN_DONE	0x200003D3	HAL::I2CIntr::I2CLogs_t	
[834]	I2C_LOG_TXN_DEQUEUED	0x200003D4	HAL::I2CIntr::I2CLogs_t	
[835]	I2C_LOG_TXE	0x200003D5	HAL::I2CIntr::I2CLogs_t	
[836]	I2C_LOG_TXE_MASTER_TX_REPEATED_START	0x200003D6	HAL::I2CIntr::I2CLogs_t	
[837]	I2C_LOG_SB_MASTER_RX_REPEATED_START	0x200003D7	HAL::I2CIntr::I2CLogs_t	
[838]	I2C_LOG_ADDR_INTR_MASTER_RX_SIZE_2	0x200003D8	HAL::I2CIntr::I2CLogs_t	
[839]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003D9	HAL::I2CIntr::I2CLogs_t	
[840]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003DA	HAL::I2CIntr::I2CLogs_t	
[841]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003DB	HAL::I2CIntr::I2CLogs_t	
[842]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003DC	HAL::I2CIntr::I2CLogs_t	
[843]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003DD	HAL::I2CIntr::I2CLogs_t	
[844]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003DE	HAL::I2CIntr::I2CLogs_t	
[845]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003DF	HAL::I2CIntr::I2CLogs_t	
[846]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003E0	HAL::I2CIntr::I2CLogs_t	
[847]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003E1	HAL::I2CIntr::I2CLogs_t	
[848]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003E2	HAL::I2CIntr::I2CLogs_t	
[849]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003E3	HAL::I2CIntr::I2CLogs_t	
[850]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003E4	HAL::I2CIntr::I2CLogs_t	
[851]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003E5	HAL::I2CIntr::I2CLogs_t	
[852]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003E6	HAL::I2CIntr::I2CLogs_t	
[853]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003E7	HAL::I2CIntr::I2CLogs_t	
[854]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003E8	HAL::I2CIntr::I2CLogs_t	
[855]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003E9	HAL::I2CIntr::I2CLogs_t	
[856]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003EA	HAL::I2CIntr::I2CLogs_t	
[857]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003EB	HAL::I2CIntr::I2CLogs_t	
[858]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003EC	HAL::I2CIntr::I2CLogs_t	
[859]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003ED	HAL::I2CIntr::I2CLogs_t	
[860]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003EE	HAL::I2CIntr::I2CLogs_t	
[861]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003EF	HAL::I2CIntr::I2CLogs_t	
[862]	I2C_LOG_BTF_MASTER_RX_SIZE_2_STOPED	0x200003F0	HAL::I2CIntr::I2CLogs_t	
[863]	I2C_LOG_TXN_DONE	0x200003F1	HAL::I2CIntr::I2CLogs_t	
[864]	I2C_LOG_TXN_DEQUEUED	0x200003F2	HAL::I2CIntr::I2CLogs_t	
[865]	I2C_LOG_SB_MASTER_TX	0x200003F3	HAL::I2CIntr::I2CLogs_t	
[866]	I2C_LOG_ADDR_INTR_MASTER_TX_SIZE_GT_0	0x200003F4	HAL::I2CIntr::I2CLogs_t	
[867]	I2C_LOG_TXE_MASTER_TX_REPEATED_START	0x200003F5	HAL::I2CIntr::I2CLogs_t	
[868]	I2C_LOG_SB_MASTER_RX_REPEATED_START	0x200003F6	HAL::I2CIntr::I2CLogs_t	
[869]	I2C_LOG_ADDR_INTR_MASTER_RX_SIZE_2	0x200003F7	HAL::I2CIntr::I2CLogs_t	
[870]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003F8	HAL::I2CIntr::I2CLogs_t	
[871]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003F9	HAL::I2CIntr::I2CLogs_t	
[872]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003FA	HAL::I2CIntr::I2CLogs_t	
[873]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003FB	HAL::I2CIntr::I2CLogs_t	
[874]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003FC	HAL::I2CIntr::I2CLogs_t	
[875]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003FD	HAL::I2CIntr::I2CLogs_t	
[876]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003FE	HAL::I2CIntr::I2CLogs_t	
[877]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x200003FF	HAL::I2CIntr::I2CLogs_t	
[878]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000400	HAL::I2CIntr::I2CLogs_t	
[879]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000401	HAL::I2CIntr::I2CLogs_t	
[880]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000402	HAL::I2CIntr::I2CLogs_t	
[881]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000403	HAL::I2CIntr::I2CLogs_t	
[882]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000404	HAL::I2CIntr::I2CLogs_t	
[883]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000405	HAL::I2CIntr::I2CLogs_t	
[884]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000406	HAL::I2CIntr::I2CLogs_t	
[885]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000407	HAL::I2CIntr::I2CLogs_t	
[886]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000408	HAL::I2CIntr::I2CLogs_t	
[887]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000409	HAL::I2CIntr::I2CLogs_t	
[888]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x2000040A	HAL::I2CIntr::I2CLogs_t	
[889]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x2000040B	HAL::I2CIntr::I2CLogs_t	
[890]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x2000040C	HAL::I2CIntr::I2CLogs_t	
[891]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x2000040D	HAL::I2CIntr::I2CLogs_t	
[892]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x2000040E	HAL::I2CIntr::I2CLogs_t	
[893]	I2C_LOG_BTF_MASTER_RX_SIZE_2_STOPED	0x2000040F	HAL::I2CIntr::I2CLogs_t	
[894]	I2C_LOG_TXN_DONE	0x20000410	HAL::I2CIntr::I2CLogs_t	
[895]	I2C_LOG_TXN_DEQUEUED	0x20000411	HAL::I2CIntr::I2CLogs_t	
[896]	I2C_LOG_SB_MASTER_TX	0x20000412	HAL::I2CIntr::I2CLogs_t	
[897]	I2C_LOG_ADDR_INTR_MASTER_TX_SIZE_GT_0	0x20000413	HAL::I2CIntr::I2CLogs_t	
[898]	I2C_LOG_TXE	0x20000414	HAL::I2CIntr::I2CLogs_t	
[899]	I2C_LOG_TXE	0x20000415	HAL::I2CIntr::I2CLogs_t	
[900]	I2C_LOG_TXE_DONE	0x20000416	HAL::I2CIntr::I2CLogs_t	
[901]	I2C_LOG_TXN_DONE	0x20000417	HAL::I2CIntr::I2CLogs_t	
[902]	I2C_LOG_TXN_DEQUEUED	0x20000418	HAL::I2CIntr::I2CLogs_t	
[903]	I2C_LOG_TXE	0x20000419	HAL::I2CIntr::I2CLogs_t	
[904]	I2C_LOG_TXE_MASTER_TX_REPEATED_START	0x2000041A	HAL::I2CIntr::I2CLogs_t	
[905]	I2C_LOG_SB_MASTER_RX_REPEATED_START	0x2000041B	HAL::I2CIntr::I2CLogs_t	
[906]	I2C_LOG_ADDR_INTR_MASTER_RX_SIZE_2	0x2000041C	HAL::I2CIntr::I2CLogs_t	
[907]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x2000041D	HAL::I2CIntr::I2CLogs_t	
[908]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x2000041E	HAL::I2CIntr::I2CLogs_t	
[909]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x2000041F	HAL::I2CIntr::I2CLogs_t	
[910]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000420	HAL::I2CIntr::I2CLogs_t	
[911]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000421	HAL::I2CIntr::I2CLogs_t	
[912]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000422	HAL::I2CIntr::I2CLogs_t	
[913]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000423	HAL::I2CIntr::I2CLogs_t	
[914]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000424	HAL::I2CIntr::I2CLogs_t	
[915]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000425	HAL::I2CIntr::I2CLogs_t	
[916]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000426	HAL::I2CIntr::I2CLogs_t	
[917]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000427	HAL::I2CIntr::I2CLogs_t	
[918]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000428	HAL::I2CIntr::I2CLogs_t	
[919]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000429	HAL::I2CIntr::I2CLogs_t	
[920]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x2000042A	HAL::I2CIntr::I2CLogs_t	
[921]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x2000042B	HAL::I2CIntr::I2CLogs_t	
[922]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x2000042C	HAL::I2CIntr::I2CLogs_t	
[923]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x2000042D	HAL::I2CIntr::I2CLogs_t	
[924]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x2000042E	HAL::I2CIntr::I2CLogs_t	
[925]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x2000042F	HAL::I2CIntr::I2CLogs_t	
[926]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000430	HAL::I2CIntr::I2CLogs_t	
[927]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000431	HAL::I2CIntr::I2CLogs_t	
[928]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000432	HAL::I2CIntr::I2CLogs_t	
[929]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000433	HAL::I2CIntr::I2CLogs_t	
[930]	I2C_LOG_BTF_MASTER_RX_SIZE_2_STOPED	0x20000434	HAL::I2CIntr::I2CLogs_t	
[931]	I2C_LOG_TXN_DONE	0x20000435	HAL::I2CIntr::I2CLogs_t	
[932]	I2C_LOG_TXN_DEQUEUED	0x20000436	HAL::I2CIntr::I2CLogs_t	
[933]	I2C_LOG_SB_MASTER_TX	0x20000437	HAL::I2CIntr::I2CLogs_t	
[934]	I2C_LOG_ADDR_INTR_MASTER_TX_SIZE_GT_0	0x20000438	HAL::I2CIntr::I2CLogs_t	
[935]	I2C_LOG_TXE_MASTER_TX_REPEATED_START	0x20000439	HAL::I2CIntr::I2CLogs_t	
[936]	I2C_LOG_SB_MASTER_RX_REPEATED_START	0x2000043A	HAL::I2CIntr::I2CLogs_t	
[937]	I2C_LOG_ADDR_INTR_MASTER_RX_SIZE_2	0x2000043B	HAL::I2CIntr::I2CLogs_t	
[938]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x2000043C	HAL::I2CIntr::I2CLogs_t	
[939]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x2000043D	HAL::I2CIntr::I2CLogs_t	
[940]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x2000043E	HAL::I2CIntr::I2CLogs_t	
[941]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x2000043F	HAL::I2CIntr::I2CLogs_t	
[942]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000440	HAL::I2CIntr::I2CLogs_t	
[943]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000441	HAL::I2CIntr::I2CLogs_t	
[944]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000442	HAL::I2CIntr::I2CLogs_t	
[945]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000443	HAL::I2CIntr::I2CLogs_t	
[946]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000444	HAL::I2CIntr::I2CLogs_t	
[947]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000445	HAL::I2CIntr::I2CLogs_t	
[948]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000446	HAL::I2CIntr::I2CLogs_t	
[949]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000447	HAL::I2CIntr::I2CLogs_t	
[950]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000448	HAL::I2CIntr::I2CLogs_t	
[951]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000449	HAL::I2CIntr::I2CLogs_t	
[952]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x2000044A	HAL::I2CIntr::I2CLogs_t	
[953]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x2000044B	HAL::I2CIntr::I2CLogs_t	
[954]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x2000044C	HAL::I2CIntr::I2CLogs_t	
[955]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x2000044D	HAL::I2CIntr::I2CLogs_t	
[956]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x2000044E	HAL::I2CIntr::I2CLogs_t	
[957]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x2000044F	HAL::I2CIntr::I2CLogs_t	
[958]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000450	HAL::I2CIntr::I2CLogs_t	
[959]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000451	HAL::I2CIntr::I2CLogs_t	
[960]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000452	HAL::I2CIntr::I2CLogs_t	
[961]	I2C_LOG_BTF_MASTER_RX_SIZE_2_STOPED	0x20000453	HAL::I2CIntr::I2CLogs_t	
[962]	I2C_LOG_TXN_DONE	0x20000454	HAL::I2CIntr::I2CLogs_t	
[963]	I2C_LOG_TXN_DEQUEUED	0x20000455	HAL::I2CIntr::I2CLogs_t	
[964]	I2C_LOG_SB_MASTER_TX	0x20000456	HAL::I2CIntr::I2CLogs_t	
[965]	I2C_LOG_ADDR_INTR_MASTER_TX_SIZE_GT_0	0x20000457	HAL::I2CIntr::I2CLogs_t	
[966]	I2C_LOG_TXE	0x20000458	HAL::I2CIntr::I2CLogs_t	
[967]	I2C_LOG_TXE	0x20000459	HAL::I2CIntr::I2CLogs_t	
[968]	I2C_LOG_TXE_DONE	0x2000045A	HAL::I2CIntr::I2CLogs_t	
[969]	I2C_LOG_TXN_DONE	0x2000045B	HAL::I2CIntr::I2CLogs_t	
[970]	I2C_LOG_TXN_DEQUEUED	0x2000045C	HAL::I2CIntr::I2CLogs_t	
[971]	I2C_LOG_TXE	0x2000045D	HAL::I2CIntr::I2CLogs_t	
[972]	I2C_LOG_TXE_MASTER_TX_REPEATED_START	0x2000045E	HAL::I2CIntr::I2CLogs_t	
[973]	I2C_LOG_SB_MASTER_RX_REPEATED_START	0x2000045F	HAL::I2CIntr::I2CLogs_t	
[974]	I2C_LOG_ADDR_INTR_MASTER_RX_SIZE_2	0x20000460	HAL::I2CIntr::I2CLogs_t	
[975]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000461	HAL::I2CIntr::I2CLogs_t	
[976]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000462	HAL::I2CIntr::I2CLogs_t	
[977]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000463	HAL::I2CIntr::I2CLogs_t	
[978]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000464	HAL::I2CIntr::I2CLogs_t	
[979]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000465	HAL::I2CIntr::I2CLogs_t	
[980]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000466	HAL::I2CIntr::I2CLogs_t	
[981]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000467	HAL::I2CIntr::I2CLogs_t	
[982]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000468	HAL::I2CIntr::I2CLogs_t	
[983]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000469	HAL::I2CIntr::I2CLogs_t	
[984]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x2000046A	HAL::I2CIntr::I2CLogs_t	
[985]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x2000046B	HAL::I2CIntr::I2CLogs_t	
[986]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x2000046C	HAL::I2CIntr::I2CLogs_t	
[987]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x2000046D	HAL::I2CIntr::I2CLogs_t	
[988]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x2000046E	HAL::I2CIntr::I2CLogs_t	
[989]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x2000046F	HAL::I2CIntr::I2CLogs_t	
[990]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000470	HAL::I2CIntr::I2CLogs_t	
[991]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000471	HAL::I2CIntr::I2CLogs_t	
[992]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000472	HAL::I2CIntr::I2CLogs_t	
[993]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000473	HAL::I2CIntr::I2CLogs_t	
[994]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000474	HAL::I2CIntr::I2CLogs_t	
[995]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000475	HAL::I2CIntr::I2CLogs_t	
[996]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000476	HAL::I2CIntr::I2CLogs_t	
[997]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000477	HAL::I2CIntr::I2CLogs_t	
[998]	I2C_LOG_BTF_MASTER_RX_SIZE_2_STOPED	0x20000478	HAL::I2CIntr::I2CLogs_t	
[999]	I2C_LOG_TXN_DONE	0x20000479	HAL::I2CIntr::I2CLogs_t	
[1000]	I2C_LOG_TXN_DEQUEUED	0x2000047A	HAL::I2CIntr::I2CLogs_t	
[1001]	I2C_LOG_SB_MASTER_TX	0x2000047B	HAL::I2CIntr::I2CLogs_t	
[1002]	I2C_LOG_ADDR_INTR_MASTER_TX_SIZE_GT_0	0x2000047C	HAL::I2CIntr::I2CLogs_t	
[1003]	I2C_LOG_TXE_MASTER_TX_REPEATED_START	0x2000047D	HAL::I2CIntr::I2CLogs_t	
[1004]	I2C_LOG_SB_MASTER_RX_REPEATED_START	0x2000047E	HAL::I2CIntr::I2CLogs_t	
[1005]	I2C_LOG_ADDR_INTR_MASTER_RX_SIZE_2	0x2000047F	HAL::I2CIntr::I2CLogs_t	
[1006]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000480	HAL::I2CIntr::I2CLogs_t	
[1007]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000481	HAL::I2CIntr::I2CLogs_t	
[1008]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000482	HAL::I2CIntr::I2CLogs_t	
[1009]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000483	HAL::I2CIntr::I2CLogs_t	
[1010]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000484	HAL::I2CIntr::I2CLogs_t	
[1011]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000485	HAL::I2CIntr::I2CLogs_t	
[1012]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000486	HAL::I2CIntr::I2CLogs_t	
[1013]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000487	HAL::I2CIntr::I2CLogs_t	
[1014]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000488	HAL::I2CIntr::I2CLogs_t	
[1015]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x20000489	HAL::I2CIntr::I2CLogs_t	
[1016]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x2000048A	HAL::I2CIntr::I2CLogs_t	
[1017]	I2C_LOG_RXNE_MASTER_SIZE_2_OR_3	0x2000048B	HAL::I2CIntr::I2CLogs_t	
